,Number,Na2O,K2O,Al2O3,SiO2,CaO,MgO,Fe2O3,S,PPP,P2O5,Albit,GidroSl,Mont,Clay,Q,Dolomit,Calcit,Carb,Pyrit,Siderit,UV,Kerogen,OV,Appatit,well,field
887,75119/19,0.14,0.23,2.05,9.05,47.72,1.94,0.55,0.41,37.24,0.23,1.1845806451612904,2.5555555555555554,5.26505376344086,7.820609318996415,4.3622311827957,7.684003012057122,80.97625411755637,88.66025712961348,0.7663551401869159,0.07051384751050777,0.16099999999999998,1.0248317306131258,1.1858317306131259,0.0,30305,Ем-Еговское
888,75122/19,0.68,0.86,7.52,43.48,14.09,0.56,8.06,6.73,16.3,0.61,5.753677419354839,9.555555555555555,17.673118279569888,27.22867383512544,26.068408602150534,0.0,25.140980392156862,25.140980392156862,12.57943925233645,3.423342082685447,1.7950000000000004,10.58610333790694,12.38110333790694,0.0,30305,Ем-Еговское
889,75123/19,0.71,1.43,11.29,47.71,10.54,0.7,4.86,3.72,17.06,0.5,6.007516129032258,15.888888888888888,26.776344086021506,42.665232974910396,22.53627956989247,0.0,18.806666666666665,18.806666666666665,6.953271028037383,1.5371035855116604,1.4779999999999998,8.888464483747004,10.366464483747004,0.0,30305,Ем-Еговское
890,75179/19,0.77,1.32,10.24,53.45,1.57,0.84,5.61,4.67,20.04,0.16,6.515193548387097,14.666666666666666,22.86612903225807,37.53279569892474,30.489854838709682,0.0,2.8013725490196077,2.8013725490196077,8.728971962616821,1.5901906298983333,1.7289999999999999,11.927191220286645,13.656191220286644,0.0,30305,Ем-Еговское
891,75124/19,0.72,1.31,11.06,53.2,1.72,1.08,5.32,4.24,19.85,0.17,6.092129032258064,14.555555555555555,27.54408602150538,42.099641577060936,28.19656989247312,0.0,3.069019607843137,3.069019607843137,7.925233644859813,1.5960996094050823,1.4910000000000003,11.004861247321113,12.495861247321113,0.0,30305,Ем-Еговское
892,75180/19,0.86,1.5,14.35,48.46,0.57,0.88,6.46,4.4,21.02,0.12,7.276709677419355,16.666666666666664,39.67580645161291,56.34247311827957,15.473467741935483,0.0,1.0170588235294116,1.0170588235294116,8.224299065420562,3.1104903780513764,1.2990000000000006,10.29154885083152,11.59054885083152,0.0,30305,Ем-Еговское
893,75128/19,0.32,0.46,4.39,37.07,27.44,4.66,3.58,2.99,17.68,0.53,2.7076129032258063,5.111111111111111,11.651075268817204,16.762186379928316,26.890123655913982,18.766065203921602,38.774566854606334,57.54063205852793,5.588785046728972,1.331941273896213,1.302,5.545221928379018,6.847221928379017,0.0,30305,Ем-Еговское
894,75121/19,1.06,1.13,9.98,29.69,0.72,0.67,12.58,11.28,31.0,0.25,8.968967741935485,12.555555555555554,22.347311827956993,34.90286738351254,6.289440860215057,0.0,1.2847058823529411,1.2847058823529411,21.084112149532707,4.2635334202070485,2.049,16.32501638509155,18.37401638509155,0.0,30305,Ем-Еговское
895,75181/19,0.79,1.2,10.23,54.7,0.86,0.68,6.04,4.93,19.17,0.12,6.68441935483871,13.333333333333332,24.651612903225807,37.98494623655914,31.33293548387097,0.0,1.5345098039215685,1.5345098039215685,9.214953271028037,2.018094174854637,1.8559999999999999,10.703615641440097,12.559615641440097,0.0,30305,Ем-Еговское
896,75182/19,0.78,1.37,12.05,52.54,0.34,0.78,5.75,4.45,20.57,0.1,6.599806451612904,15.222222222222223,31.00053763440861,46.22275985663083,25.114811827956988,0.0,0.6066666666666667,0.6066666666666667,8.317757009345796,1.9458643470442436,1.561,11.330138490858818,12.891138490858818,0.0,30305,Ем-Еговское
897,75132/19,0.84,1.32,11.29,52.73,0.85,0.75,5.52,4.51,20.67,0.16,7.107483870967742,14.666666666666666,27.54032258064516,42.206989247311824,26.978887096774187,0.0,1.5166666666666666,1.5166666666666666,8.429906542056074,1.5183808419049043,1.607,12.954503616776234,14.561503616776234,0.0,30305,Ем-Еговское
898,75183/19,0.88,1.34,12.44,50.31,0.82,0.8,5.74,4.36,21.8,0.19,7.445935483870968,14.88888888888889,32.62795698924731,47.516845878136195,21.628215053763444,0.0,1.4631372549019606,1.4631372549019606,8.149532710280374,2.044702813794764,1.6920000000000002,12.002443856758035,13.694443856758035,0.0,30305,Ем-Еговское
899,75133/19,0.66,1.16,10.11,52.65,5.09,2.2,4.52,3.63,18.25,0.45,5.584451612903226,12.888888888888888,25.78763440860215,38.67652329749104,29.66632795698925,4.167451698877299,6.819890512107259,10.987342210984558,6.785046728971962,1.1899571881160336,1.6859999999999995,9.088492606108508,10.774492606108508,0.0,30305,Ем-Еговское
900,75134/19,0.82,1.27,11.07,54.14,1.7,0.86,5.46,4.3,18.98,0.17,6.938258064516129,14.11111111111111,27.438172043010756,41.549283154121866,28.81563978494623,0.0,3.033333333333333,3.033333333333333,8.037383177570094,1.8059593117656454,1.8190000000000002,10.855373550854269,12.67437355085427,0.0,30305,Ем-Еговское
901,75135/19,0.71,0.92,9.15,43.0,9.04,3.93,6.73,5.62,18.37,1.07,6.007516129032258,10.222222222222221,24.576344086021507,34.79856630824373,21.583279569892476,12.674858869114853,6.714116027791652,19.388974896906504,10.504672897196262,2.373529885715996,1.317,6.894565962525302,8.211565962525302,2.556257352047009,30305,Ем-Еговское
902,75184/19,0.87,1.62,12.86,56.25,0.32,0.87,4.98,3.35,17.48,0.08,7.361322580645161,18.0,30.14354838709678,48.14354838709678,27.44675806451613,0.0,0.5709803921568627,0.5709803921568627,6.261682242990655,2.216279682687103,1.4880000000000002,9.63076633435103,11.11876633435103,0.0,30305,Ем-Еговское
903,75136/19,0.75,1.17,9.94,58.28,0.27,0.62,4.98,4.2,18.43,0.08,6.345967741935484,12.999999999999998,24.030645161290323,37.03064516129032,35.61727419354839,0.0,0.48176470588235293,0.48176470588235293,7.850467289719626,1.1758144434989515,1.8419999999999999,11.112892884977805,12.954892884977806,0.0,30305,Ем-Еговское
904,75137/19,0.48,0.83,6.88,58.66,4.6,1.91,4.42,4.35,16.02,0.48,4.061419354838709,9.222222222222221,16.618279569892472,25.840501792114694,43.10460215053763,4.79828905668656,5.60313199531171,10.40142105199827,8.130841121495326,0.21915416737353682,2.054,7.662169663733353,9.716169663733353,0.0,30305,Ем-Еговское
905,75138/19,0.43,0.75,6.4,54.7,10.07,4.27,3.31,3.02,15.18,0.52,3.6383548387096774,8.333333333333332,15.962903225806455,24.296236559139786,40.182983870967746,15.832435052518298,9.373534070582796,25.20596912310109,5.644859813084112,0.3861471071746189,2.1109999999999998,5.845548386049361,7.956548386049361,0.0,30305,Ем-Еговское
906,75139/19,0.34,0.42,4.13,73.34,3.79,1.71,1.98,2.44,10.62,0.2,2.8768387096774193,4.666666666666666,10.853225806451615,15.519892473118281,63.65737096774193,5.4572802547204216,3.800110009317635,9.257390264038056,3.58335611053301,0.0,2.012,4.567453473079279,6.579453473079279,0.0,30305,Ем-Еговское
907,75140/19,0.78,1.39,10.71,57.1,0.37,0.73,5.35,4.14,17.94,0.15,6.599806451612904,15.444444444444443,23.967204301075277,39.41164874551972,33.15847849462366,0.0,0.6601960784313725,0.6601960784313725,7.738317757009345,1.9243791514748434,1.8909999999999996,9.011001394346481,10.902001394346481,0.0,30305,Ем-Еговское
908,75141/19,0.61,1.07,8.16,65.47,0.63,0.63,3.77,3.51,14.83,0.1,5.1613870967741935,11.88888888888889,17.9489247311828,29.83781362007169,47.239876344086014,0.0,1.1241176470588234,1.1241176470588234,6.5607476635514015,0.19426804778000017,1.768,8.496457453156626,10.264457453156627,0.0,30305,Ем-Еговское
909,75185/19,0.79,1.4,10.79,58.51,0.51,0.85,4.52,3.48,17.78,0.11,6.68441935483871,15.555555555555554,24.118279569892472,39.67383512544802,34.38160215053763,0.0,0.9099999999999999,0.9099999999999999,6.5046728971962615,1.380858295936828,1.3679999999999992,9.699762819055842,11.06776281905584,0.0,30305,Ем-Еговское
910,75186/19,0.84,1.51,11.66,55.31,0.33,0.82,4.91,3.77,19.28,0.15,7.107483870967742,16.77777777777778,26.223655913978497,43.001433691756276,29.248720430107525,0.0,0.5888235294117647,0.5888235294117647,7.046728971962617,1.5239870954919261,1.1940000000000002,9.542239969637118,10.736239969637118,0.0,30305,Ем-Еговское
911,75187/19,0.71,1.45,9.95,56.5,4.36,2.2,4.26,2.98,16.08,0.23,6.007516129032258,16.11111111111111,19.74301075268817,35.85412186379928,34.80994623655914,4.597932116059068,5.283658793150742,9.88159090920981,5.570093457943925,1.876172103136912,1.3140000000000003,7.573362540186546,8.887362540186546,0.0,30305,Ем-Еговское
912,75142/19,0.72,1.21,9.2,57.05,1.37,0.98,5.79,4.7,17.76,0.09,6.092129032258064,13.444444444444443,19.910752688172046,33.35519713261649,36.45623655913978,0.0,2.4445098039215685,2.4445098039215685,8.785046728971963,2.0843440095212054,1.14,8.627173179028542,9.767173179028543,0.0,30305,Ем-Еговское
913,75188/19,0.73,1.52,9.65,62.63,2.93,0.88,2.97,2.33,15.02,0.08,6.176741935483871,16.88888888888889,16.91182795698925,33.80071684587814,41.90586021505377,0.0,5.228039215686274,5.228039215686274,4.355140186915888,0.4353551576344165,2.0379999999999994,8.519727666103957,10.557727666103958,0.0,30305,Ем-Еговское
914,75189/19,0.69,1.43,9.43,64.1,1.51,1.11,3.32,2.58,14.52,0.12,5.838290322580645,15.888888888888888,17.64086021505377,33.529749103942656,43.701698924731176,0.0,2.694313725490196,2.694313725490196,4.822429906542056,0.7368099573141366,0.7850000000000001,8.446636268429065,9.231636268429066,0.0,30305,Ем-Еговское
915,75190/19,0.72,1.43,9.73,62.14,0.78,0.74,4.62,3.35,15.3,0.08,6.092129032258064,15.888888888888888,18.894086021505384,34.78297491039427,40.92806989247312,0.0,1.3917647058823528,1.3917647058823528,6.261682242990655,1.9992269451837303,1.2619999999999998,7.242836175472633,8.504836175472633,0.0,30305,Ем-Еговское
916,75143/19,0.45,0.83,6.08,67.33,5.11,2.31,2.05,1.99,12.71,0.09,3.8075806451612904,9.222222222222221,12.865053763440864,22.087275985663084,53.8632311827957,7.201014316165201,5.208832654347436,12.409846970512637,3.4056487069796124,0.0,1.7299999999999998,7.565390662548052,9.295390662548051,0.0,30305,Ем-Еговское
917,75144/19,0.6,1.17,7.3,69.03,0.3,0.54,2.7,2.56,14.57,0.09,5.0767741935483865,12.999999999999998,12.064516129032262,25.06451612903226,53.34241935483871,0.0,0.5352941176470588,0.5352941176470588,4.626333680194243,0.0,1.4090000000000003,9.544004909641666,10.953004909641667,0.0,30305,Ем-Еговское
918,75191/19,0.7,1.4,8.57,67.15,0.19,0.65,3.18,2.62,14.35,0.06,5.922903225806451,15.555555555555554,13.75860215053764,29.314157706093194,48.82848924731183,0.0,0.3390196078431372,0.3390196078431372,4.897196261682243,0.5360472016879119,1.3299999999999996,8.730443391975873,10.060443391975873,0.0,30305,Ем-Еговское
919,75192/19,0.67,1.3,8.14,65.54,0.31,0.68,3.44,2.88,15.78,0.15,5.6690645161290325,14.444444444444445,13.522043010752691,27.966487455197136,48.03028494623656,0.0,0.5531372549019608,0.5531372549019608,5.383177570093458,0.6744625362538088,0.7789999999999999,9.077429330795121,9.856429330795121,0.0,30305,Ем-Еговское
920,75145/19,0.51,0.85,6.23,66.92,3.13,1.48,2.77,2.86,13.95,0.18,4.315258064516129,9.444444444444445,12.788172043010755,22.2326164874552,53.04013978494624,3.3810302065452946,3.7495379495306036,7.130568156075898,4.944761166994258,0.0,1.4440000000000002,7.50711693430553,8.95111693430553,0.0,30305,Ем-Еговское
921,75146/19,0.78,1.08,7.42,62.28,0.39,0.61,5.34,4.75,16.2,0.07,6.599806451612904,12.0,12.683870967741937,24.68387096774194,45.694645161290325,0.0,0.6958823529411764,0.6958823529411764,8.878504672897197,1.4054841838557313,1.1410000000000005,9.352973271984974,10.493973271984974,0.0,30305,Ем-Еговское
922,75147/19,0.66,1.09,7.14,67.65,0.55,0.58,3.3,3.14,14.64,0.16,5.584451612903226,12.11111111111111,12.104301075268818,24.21541218637993,52.00649462365592,0.0,0.9813725490196079,0.9813725490196079,5.869158878504673,0.09158096501171062,1.3849999999999993,10.205548850831521,11.59054885083152,0.0,30305,Ем-Еговское
923,75148/19,0.59,1.08,7.01,68.5,0.51,0.52,3.07,2.93,14.49,0.21,4.9921612903225805,12.0,12.196774193548388,24.196774193548386,53.26812903225806,0.0,0.9099999999999999,0.9099999999999999,5.471995143947278,0.0,1.2670000000000001,9.112215362570801,10.3792153625708,0.0,30305,Ем-Еговское
924,75256/19,0.34,0.49,3.93,78.48,1.4,0.45,1.02,1.55,10.87,0.44,2.8768387096774193,5.444444444444444,8.686559139784947,14.13100358422939,69.54070430107527,0.0,2.498039215686274,2.498039215686274,1.5594254056345629,0.0,0.0,5.6231375612945005,5.6231375612945005,0.0,30305,Ем-Еговское
925,75193/19,0.5,0.81,5.67,70.89,1.62,0.55,2.07,2.25,13.95,0.61,4.230645161290322,9.0,10.73709677419355,19.73709677419355,58.32101612903226,0.0,2.8905882352941177,2.8905882352941177,3.542808532778356,0.0,1.488,7.424864297834141,8.91286429783414,0.0,30305,Ем-Еговское
926,75194/19,0.74,1.72,12.13,61.83,0.97,0.79,3.83,2.57,14.14,0.1,6.261354838709677,19.11111111111111,25.896236559139787,45.007347670250894,35.43231720430108,0.0,1.7307843137254901,1.7307843137254901,4.803738317757009,1.335382779078057,0.93,7.4473273872346635,8.377327387234663,0.0,30305,Ем-Еговское
927,75245/19,0.41,0.64,4.87,73.51,0.81,0.3,1.48,2.2,14.59,0.06,3.4691290322580643,7.111111111111111,10.310752688172045,17.421863799283155,62.56023655913979,0.0,1.4452941176470588,1.4452941176470588,2.3943937256715615,0.0,0.0,6.694211382493452,6.694211382493452,0.0,30305,Ем-Еговское
928,75272/19,0.35,0.53,3.9,77.91,0.65,0.28,1.22,1.91,12.23,0.05,2.9614516129032253,5.888888888888889,7.787634408602148,13.676523297491038,69.16432795698925,0.0,1.1598039215686273,1.1598039215686273,1.9996683624311098,0.0,0.0,5.0620988930474295,5.0620988930474295,0.0,30305,Ем-Еговское
929,75273/19,0.55,0.81,5.95,69.94,0.64,0.43,1.96,2.77,15.46,0.11,4.653709677419355,9.0,11.725806451612906,20.725806451612904,56.57596774193547,0.0,1.1419607843137254,1.1419607843137254,3.268189386056192,0.0,0.0,6.3881902907223225,6.3881902907223225,0.0,30305,Ем-Еговское
930,75251/19,0.29,0.39,3.1,52.3,18.07,0.21,0.58,0.77,11.51,12.91,2.4537741935483868,4.333333333333333,6.61451612903226,10.947849462365593,45.224919354838704,0.0,1.6490009118483306,1.6490009118483306,0.754122210660192,0.0,0.0,3.0474600388874955,3.0474600388874955,30.84232001395036,30305,Ем-Еговское
931,75149/19,0.61,0.9,5.33,81.76,1.49,0.42,1.21,1.17,6.13,0.28,5.1613870967741935,10.0,6.6322580645161295,16.63225806451613,70.17970967741935,0.0,2.6586274509803918,2.6586274509803918,1.7963066250433577,0.0,1.161,2.906530344791259,4.067530344791259,0.0,30305,Ем-Еговское
932,75150/19,0.56,1.18,8.15,56.86,10.0,3.15,2.63,1.92,13.63,0.98,4.738322580645161,13.11111111111111,16.476881720430107,29.587992831541218,39.10309139784947,9.900557586322416,12.468702252782254,22.36925983910467,3.588785046728972,0.6861551067092556,0.9109999999999999,3.5263058306813737,4.437305830681374,0.0,30305,Ем-Еговское
933,75151/19,0.53,1.28,7.94,43.2,19.95,4.4,1.88,0.8,17.68,1.4,4.484483870967742,14.222222222222221,14.006989247311829,28.22921146953405,26.360553763440862,15.82740562863352,23.68762566004164,39.51503128867516,1.4953271028037385,1.1826104069960726,0.7320000000000002,4.814632288351717,5.546632288351717,3.3446357877250583,30305,Ем-Еговское
934,75152/19,0.79,1.55,10.42,62.24,1.24,0.79,4.97,3.7,12.78,0.5,6.68441935483871,17.22222222222222,19.768279569892474,36.9905017921147,39.555102150537635,0.0,2.212549019607843,2.212549019607843,6.91588785046729,1.9909528373564505,0.82,3.4387935271482157,4.258793527148216,0.0,30305,Ем-Еговское
935,75153/19,0.75,1.61,9.72,64.64,3.56,0.88,2.72,1.74,11.98,1.43,6.345967741935484,17.88888888888889,15.597311827956997,33.486200716845886,44.00494086021505,0.0,2.9634059879119374,2.9634059879119374,3.2523364485981308,0.9764474196375863,0.9990000000000002,5.134172714246381,6.133172714246381,3.4163065546048808,30305,Ем-Еговское
936,75154/19,0.55,1.18,7.66,38.83,19.51,6.19,2.64,1.22,20.59,0.7,4.653709677419355,13.11111111111111,14.109139784946239,27.22025089605735,22.33880107526881,24.17176652999754,21.690519191836756,45.8622857218343,2.2803738317757007,2.0574798653167554,0.567,3.9340602248003593,4.5010602248003595,0.0,30305,Ем-Еговское
937,75195/19,0.82,1.71,10.52,68.26,1.22,0.83,2.3,1.47,11.69,0.2,6.938258064516129,19.0,17.354838709677416,36.354838709677416,45.804806451612905,0.0,2.176862745098039,2.176862745098039,2.7476635514018692,0.467526594506631,1.052,5.629460503669655,6.681460503669656,0.0,30305,Ем-Еговское
938,75247/19,0.57,1.03,7.16,62.7,8.83,0.53,1.74,1.91,8.09,6.11,4.8229354838709675,11.444444444444445,13.944623655913981,25.389068100358426,46.951381720430106,0.0,1.2762819127003793,1.2762819127003793,2.5750827070566924,0.0,0.0,5.597635803646906,5.597635803646906,14.59694618785722,30305,Ем-Еговское
939,75155/19,0.93,1.57,10.91,58.99,0.4,0.87,7.15,5.36,12.63,0.17,7.869,17.444444444444443,20.73333333333334,38.177777777777784,34.89533333333333,0.0,0.7137254901960784,0.7137254901960784,10.018691588785048,3.4731781245882605,0.7839999999999999,3.2197759506722745,4.003775950672274,0.0,30305,Ем-Еговское
940,75196/19,0.9,2.15,12.53,59.46,0.74,1.05,4.1,2.49,15.23,0.11,7.615161290322581,23.888888888888886,19.413440860215058,43.30232974910395,33.216295698924725,0.0,1.320392156862745,1.320392156862745,4.654205607476636,2.026994423602173,0.8039999999999999,7.611580023706054,8.415580023706054,0.0,30305,Ем-Еговское
941,75156/19,0.79,1.3,7.82,68.4,6.68,1.23,1.49,0.95,10.38,0.12,6.68441935483871,14.444444444444445,10.934946236559142,25.379390681003585,51.511768817204306,1.7571549697460207,10.965358785669428,12.722513755415449,1.7757009345794392,0.20500698657651895,0.9280000000000002,4.427369105994762,5.355369105994762,0.0,30305,Ем-Еговское
942,75197/19,0.91,2.03,11.81,58.53,0.31,0.91,3.73,2.29,18.15,0.14,7.699774193548387,22.555555555555554,17.73118279569893,40.286738351254485,33.70608602150537,0.0,0.5531372549019608,0.5531372549019608,4.280373831775701,1.7532198319795675,0.9509999999999998,8.561155602552601,9.512155602552602,0.0,30305,Ем-Еговское
943,75157/19,0.76,1.64,10.1,67.07,0.13,0.73,4.11,2.81,11.64,0.06,6.430580645161291,18.22222222222222,16.915053763440863,35.13727598566308,45.54973118279569,0.0,0.2319607843137255,0.2319607843137255,5.252336448598131,1.8644115443918936,0.8670000000000002,4.564874378937544,5.431874378937544,0.0,30305,Ем-Еговское
944,75158/19,0.77,1.44,8.75,73.32,0.18,0.66,2.98,2.27,8.61,0.09,6.515193548387097,15.999999999999998,13.41612903225807,29.41612903225807,54.55935483870967,0.0,0.3211764705882353,0.3211764705882353,4.242990654205608,0.7414118577481272,1.0390000000000001,3.6023198918621273,4.6413198918621275,0.0,30305,Ем-Еговское
945,75248/19,0.37,0.53,3.59,50.94,18.16,0.28,1.07,1.36,9.7,12.8,3.1306774193548383,5.888888888888889,6.073118279569892,11.962007168458781,42.95240860215053,0.0,2.070262291360384,2.070262291360384,1.7430873704089107,0.0,0.0,4.335298800090998,4.335298800090998,30.579527202057676,30305,Ем-Еговское
946,75198/19,0.78,1.57,9.28,72.72,0.16,0.7,2.45,1.71,9.65,0.07,6.599806451612904,17.444444444444443,13.81720430107527,31.261648745519715,53.02497849462365,0.0,0.28549019607843135,0.28549019607843135,3.1962616822429903,0.5599751453448072,0.8339999999999999,4.967649864827659,5.801649864827659,0.0,30305,Ем-Еговское
947,75199/19,0.77,1.9,11.59,62.65,0.38,0.86,4.76,3.28,12.64,0.08,6.515193548387097,21.11111111111111,19.9494623655914,41.060573476702515,38.180688172043006,0.0,0.6780392156862745,0.6780392156862745,6.130841121495327,2.0993814853679087,0.9380000000000001,4.914653380122847,5.852653380122847,0.0,30305,Ем-Еговское
948,75200/19,0.96,2.21,12.1,67.71,0.19,1.01,3.89,2.0,8.88,0.07,8.122838709677419,24.555555555555554,15.769892473118286,40.32544802867384,42.665537634408594,0.0,0.3390196078431372,0.3390196078431372,3.7383177570093458,2.5749498546389855,0.7060000000000001,2.647481130658625,3.3534811306586247,0.0,30305,Ем-Еговское
949,75159/19,1.12,2.56,15.06,65.09,0.25,1.23,3.74,1.78,7.91,0.07,9.476645161290323,28.444444444444443,23.420430107526883,51.864874551971326,33.40484946236559,0.0,0.446078431372549,0.446078431372549,3.3271028037383177,2.169680514784091,0.304,2.3354319165259896,2.6394319165259894,0.0,30305,Ем-Еговское
950,75201/19,0.33,0.36,4.04,14.36,0.03,0.27,21.99,26.02,30.38,0.03,2.792225806451613,3.9999999999999996,11.485483870967743,15.485483870967743,4.723080645161289,0.0,0.053529411764705874,0.053529411764705874,46.62797814776275,0.0,0.039,1.0575755788465466,1.0965755788465466,0.0,30305,Ем-Еговское
951,75207/19,0.57,0.96,5.65,83.6,0.81,0.65,1.22,0.75,5.0,0.08,4.8229354838709675,10.666666666666666,7.56129032258065,18.227956989247318,71.46854838709677,0.19401549312059113,1.3399744275094712,1.5339899206300622,1.4018691588785046,0.33145587088561895,0.19399999999999998,1.285101943560458,1.479101943560458,0.0,30305,Ем-Еговское
952,75206/19,0.99,2.46,13.96,53.74,5.94,2.41,5.23,1.72,12.11,0.14,8.376677419354838,27.333333333333332,20.656451612903233,47.98978494623657,24.737241935483873,3.7078607575798,8.5860422830249,12.2939030406047,3.2149532710280373,5.53175959108773,0.35400000000000004,2.50219685653054,2.85619685653054,0.0,30305,Ем-Еговское
953,75208/19,0.53,0.99,5.77,84.93,0.24,0.51,1.05,0.67,4.59,0.06,4.484483870967742,11.0,7.990322580645159,18.99032258064516,72.6573870967742,0.0,0.428235294117647,0.428235294117647,1.252336448598131,0.0893128817333971,0.36,1.4633756718029782,1.8233756718029783,0.0,30305,Ем-Еговское
954,75209/19,0.78,1.69,9.1,76.71,0.24,0.79,1.95,0.92,6.89,0.11,6.599806451612904,18.777777777777775,10.917204301075273,29.694982078853048,57.87397849462364,0.0,0.428235294117647,0.428235294117647,1.719626168224299,0.9841853697778613,0.46900000000000014,2.552958281239901,3.0219582812399013,0.0,30305,Ем-Еговское
955,75203/19,1.23,3.27,15.84,62.96,0.59,1.48,3.28,0.82,9.16,0.14,10.407387096774192,36.333333333333336,14.582258064516129,50.91559139784947,31.474209677419356,0.0,1.0527450980392155,1.0527450980392155,1.5327102803738317,2.855847909882078,0.166,2.3841757647594104,2.5501757647594103,0.0,30305,Ем-Еговское
956,75210/19,1.27,3.46,16.48,60.6,0.52,1.62,3.61,1.06,9.72,0.1,10.74583870967742,38.44444444444444,14.286559139784949,52.73100358422939,28.050704301075267,0.0,0.927843137254902,0.927843137254902,1.9813084112149533,3.00661709316331,0.17899999999999996,2.473182795349787,2.6521827953497867,0.0,30305,Ем-Еговское
957,75204/19,1.02,3.39,12.21,60.24,0.67,2.08,5.91,1.7,9.72,0.19,8.630516129032259,37.666666666666664,0.0,35.10645161290323,37.98304838709677,3.772395919492694,0.0,3.772395919492694,3.177570093457944,7.333387267027792,0.0,0.45903163765669386,0.45903163765669386,0.0,30305,Ем-Еговское
958,75240/19,0.22,0.51,3.07,22.04,37.76,4.05,2.26,0.36,26.48,0.18,1.861483870967742,5.666666666666667,5.04032258064516,10.706989247311828,15.554887096774191,16.898454245488587,58.202501513265716,75.10095575875431,0.6728971962616822,3.5524749681233736,0.0,0.0,0.0,0.0,30305,Ем-Еговское
959,75231/19,0.22,0.56,3.48,9.55,42.0,4.89,3.42,0.22,33.72,0.18,1.861483870967742,6.222222222222222,6.256989247311829,12.47921146953405,2.18605376344086,20.471723246499522,63.82827247397976,84.29999572047927,0.411214953271028,6.13759933021987,0.0,0.33152284941872334,0.33152284941872334,0.0,30305,Ем-Еговское
960,75232/19,0.28,0.69,3.68,9.7,31.06,6.97,7.85,0.17,26.31,0.34,2.3691612903225807,7.666666666666666,4.596774193548389,12.263440860215056,2.1621290322580635,30.022052527193004,39.12356382580781,69.1456163530008,0.31775700934579443,15.406160803474657,0.0,0.4335298800090998,0.4335298800090998,0.0,30305,Ем-Еговское
961,75233/19,0.89,2.66,13.83,50.79,13.86,1.77,4.35,1.05,9.75,0.11,7.530548387096774,29.555555555555557,17.495698924731183,47.051254480286744,22.947505376344086,0.9225712769521295,24.22977812237162,25.15234939932375,1.9626168224299065,4.913381433407207,0.0,0.5992913047184614,0.5992913047184614,0.0,30305,Ем-Еговское
962,75234/19,0.85,1.76,11.02,33.85,3.05,3.8,16.81,1.33,21.84,0.07,7.192096774193548,19.555555555555554,18.774731182795698,38.33028673835125,10.237844086021505,11.54135246108191,0.0,11.54135246108191,2.485981308411215,30.749940373876797,0.0,0.7650527294278231,0.7650527294278231,0.0,30305,Ем-Еговское
963,75235/19,0.81,1.62,10.29,29.7,3.04,4.35,13.44,1.03,23.26,0.06,6.853645161290323,18.0,17.787096774193547,35.78709677419354,7.5475161290322585,14.445872088369487,0.0,14.445872088369487,1.925233644859813,24.416735734583327,0.0,0.4717825164804909,0.4717825164804909,0.0,30305,Ем-Еговское
964,75236/19,1.28,3.78,17.78,57.47,0.23,2.25,5.05,0.98,8.49,0.08,10.830451612903225,41.99999999999999,15.370967741935502,57.370967741935495,22.656161290322572,1.5449078150430888,0.0,1.5449078150430888,1.8317757009345794,5.910124811414641,0.0,0.5610386682470703,0.5610386682470703,0.0,30305,Ем-Еговское
965,75237/19,1.22,3.59,18.8,51.6,0.3,2.23,6.42,1.57,11.06,0.09,10.322774193548387,39.888888888888886,24.131182795698937,64.02007168458782,13.649086021505376,0.4392545751546778,0.2968484399193839,0.7361030150740617,2.9345794392523366,7.475775793524469,0.0,5.266935901130049,5.266935901130049,0.0,30305,Ем-Еговское
966,75212/19,1.16,3.55,18.29,51.38,0.29,2.17,6.66,1.41,11.87,0.09,9.815096774193547,39.44444444444444,22.741397849462366,62.18584229390681,14.693510752688173,0.4444753358176866,0.27617125633928025,0.7206465921569669,2.6355140186915884,8.337677162697577,-0.006,0.8093053658992143,0.8033053658992143,0.0,30305,Ем-Еговское
967,75213/19,1.15,3.77,18.47,51.92,0.39,2.19,6.44,1.22,11.31,0.1,9.73048387096774,41.888888888888886,20.056989247311833,61.94587813620072,15.524053763440861,0.5725889757523466,0.38505720937930066,0.9576461851316472,2.2803738317757007,8.193681155832037,-0.018999999999999996,0.8860597600181996,0.8670597600181996,0.0,30305,Ем-Еговское
968,75214/19,1.11,3.67,19.64,48.49,0.52,2.13,6.97,1.62,12.46,0.11,9.392032258064516,40.77777777777778,27.902688172043018,68.6804659498208,8.842059139784942,0.0,0.927843137254902,0.927843137254902,3.0280373831775704,8.339661545960508,0.0020000000000000018,0.979817669432373,0.981817669432373,0.0,30305,Ем-Еговское
969,75215/19,1.14,3.54,19.41,49.78,0.36,2.09,6.49,1.63,12.3,0.14,9.645870967741935,39.333333333333336,28.67258064516129,68.00591397849462,10.236596774193547,0.0,0.6423529411764706,0.6423529411764706,3.0467289719626165,7.373634523903687,0.005999999999999994,1.2053334882607198,1.2113334882607198,0.0,30305,Ем-Еговское
970,75216/19,1.11,3.38,18.47,47.55,0.86,2.15,8.07,1.19,13.39,0.37,9.392032258064516,37.55555555555555,26.886021505376352,64.4415770609319,9.918892473118275,0.008910827100212277,1.5296726358481887,1.538583462948401,2.2242990654205608,11.607017774089455,-0.002999999999999997,0.9338141541371848,0.9308141541371848,0.0,30305,Ем-Еговское
