,Number,Na2O,K2O,Al2O3,SiO2,CaO,MgO,Fe2O3,S,PPP,P2O5,Albit,GidroSl,Mont,Clay,Q,Dolomit,Calcit,Carb,Pyrit,Siderit,UV,Kerogen,OV,Appatit,well,field
2841,5.17,0.75,0.88,4.56,78.09,2.42,0.28,0.8,1.49,8.8,1.34,6.345967741935484,9.777777777777777,1.963978494623656,11.741756272401433,68.17960752688172,0.0,1.1425663679405151,1.1425663679405151,1.1065240297529582,0.0,0.8949999999999999,6.15980673442835,7.054806734428349,3.201294253965413,72П,Лонтынь-Яхское
2842,5.51,0.62,0.89,5.39,72.21,0.37,0.35,1.74,3.4,14.23,0.13,5.2459999999999996,9.88888888888889,7.016666666666666,16.905555555555555,60.42716666666667,0.0,0.6601960784313725,0.6601960784313725,2.9274109916367985,0.0,1.5390000000000001,10.76967432168017,12.30867432168017,0.0,72П,Лонтынь-Яхское
2843,5.91,0.57,0.82,4.9,69.87,4.13,0.38,1.53,3.07,13.86,0.21,4.8229354838709675,9.11111111111111,6.144623655913984,15.255734767025094,59.18438172043011,0.0,7.369215686274509,7.369215686274509,2.5521866497090224,0.0,1.0299999999999998,9.924584737336918,10.954584737336917,0.0,72П,Лонтынь-Яхское
2844,6.23,0.8,1.26,7.05,65.33,0.39,0.55,2.33,4.06,17.32,0.13,6.769032258064517,14.0,7.669354838709675,21.669354838709676,50.25572580645161,0.0,0.6958823529411764,0.6958823529411764,3.944771071800209,0.0,0.6630000000000009,14.123658261028325,14.786658261028325,0.0,72П,Лонтынь-Яхское
2845,6.56,0.77,1.25,6.36,66.02,0.42,0.56,2.38,4.05,17.35,0.12,6.515193548387097,13.88888888888889,4.632795698924732,18.52168458781362,52.72052150537634,0.0,0.7494117647058822,0.7494117647058822,4.175306239642348,0.0,0.8849999999999995,13.955821844402056,14.840821844402056,0.0,72П,Лонтынь-Яхское
2846,7.11,0.79,1.21,6.93,68.16,0.46,0.54,2.42,4.17,14.51,0.1,6.68441935483871,13.444444444444443,7.984946236559144,21.429390681003586,53.2412688172043,0.0,0.8207843137254902,0.8207843137254902,4.156756310941535,0.0,1.2440000000000004,10.712611029750926,11.956611029750926,0.0,72П,Лонтынь-Яхское
2847,7.43,0.77,1.19,6.7,69.24,0.66,0.59,2.25,3.8,13.98,0.1,6.515193548387097,13.222222222222221,7.332795698924734,20.555017921146955,54.87352150537634,0.0,1.1776470588235295,1.1776470588235295,3.8285033722588357,0.0,1.7739999999999996,8.936848612155133,10.710848612155132,0.0,72П,Лонтынь-Яхское
2848,7.82,0.86,1.45,7.37,64.69,0.39,0.67,2.42,3.95,17.3,0.11,7.276709677419355,16.11111111111111,5.6091397849462385,21.72025089605735,49.33580107526881,0.0,0.6958823529411764,0.6958823529411764,4.101402050333372,0.0,1.5210000000000001,12.967758552472807,14.488758552472808,0.0,72П,Лонтынь-Яхское
2849,8.11,0.99,1.67,8.08,62.68,0.56,0.78,2.57,3.92,17.77,0.11,8.376677419354838,18.555555555555554,4.4231182795699,22.978673835125456,46.03790860215054,0.06426182365828476,0.9643316919784453,1.02859351563673,4.335062280803175,0.0,0.14299999999999927,14.887394386210111,15.03039438621011,0.0,72П,Лонтынь-Яхское
2850,8.21,0.77,1.16,5.48,63.96,0.63,0.6,2.07,4.04,20.25,0.33,6.515193548387097,12.888888888888888,1.7327956989247362,14.621684587813624,52.60452150537635,0.5152699437610981,0.8444076613186612,1.3596776050797592,3.675327745018692,0.0,1.6730000000000005,17.175927014058082,18.848927014058084,0.0,72П,Лонтынь-Яхское
2851,8.62,0.63,0.74,3.96,30.65,19.66,0.67,5.55,8.32,16.16,10.81,5.3306129032258065,8.222222222222221,2.284408602150539,10.50663082437276,21.997456989247308,1.4632070107408297,8.66825732814475,10.131464338885579,11.39488214437122,0.0,1.3079999999999998,11.474605676200309,12.782605676200308,25.825366332362773,72П,Лонтынь-Яхское
2852,8.97,0.85,1.52,7.19,63.14,0.57,0.76,2.24,3.71,19.07,0.13,7.192096774193548,16.88888888888889,3.6247311827957027,20.513620071684592,48.494344086021506,0.3487249452285869,0.8277563993570605,1.1764813445856475,3.747874744671832,0.0,2.092,14.59038367910888,16.68238367910888,0.0,72П,Лонтынь-Яхское
2853,9.16,0.86,1.54,7.19,63.11,0.5,0.77,2.25,3.75,19.08,0.13,7.276709677419355,17.11111111111111,3.209139784946241,20.320250896057352,48.514801075268814,0.42397496672210433,0.6620055928487714,1.0859805595708756,3.773143985817243,0.0,1.5829999999999997,15.49206965856842,17.07506965856842,0.0,72П,Лонтынь-Яхское
2854,9.44,0.76,1.36,6.29,59.28,6.33,0.76,2.12,3.58,18.46,0.18,6.430580645161291,15.111111111111112,2.5317204301075282,17.64283154121864,46.54189784946237,0.7865854952847665,10.86771451533556,11.654300010620327,3.6297586233475942,0.0,1.472999999999999,14.735452324588742,16.20845232458874,0.0,72П,Лонтынь-Яхское
2855,9.77,0.84,1.52,7.13,59.79,0.52,0.8,2.42,4.26,21.24,0.16,7.107483870967742,16.88888888888889,3.406989247311829,20.29587813620072,45.31355376344086,0.5649628384487901,0.6211577786392626,1.1861206170880527,4.143353412725942,0.0,1.4390000000000014,17.369304326527786,18.808304326527786,0.0,72П,Лонтынь-Яхское
2856,10.24,0.76,1.46,6.93,55.31,8.19,0.85,2.4,3.81,18.86,0.24,6.430580645161291,16.22222222222222,4.0650537634408614,20.287275985663083,41.273231182795705,0.7950589811776073,14.181938283695949,14.976997264873557,4.111713223108645,0.0,1.7989999999999995,13.366803344644435,15.165803344644434,0.0,72П,Лонтынь-Яхское
2857,10.63,1.61,3.75,18.97,57.8,0.33,1.37,3.68,1.71,9.57,0.15,13.622677419354838,41.666666666666664,19.10645161290323,60.77311827956989,19.31674193548387,0.0,0.5888235294117647,0.5888235294117647,3.1962616822429903,1.6292233362724668,0.135,3.588746356943946,3.723746356943946,0.0,72П,Лонтынь-Яхское
2858,10.96,1.06,2.25,9.84,55.73,0.61,1.17,2.73,3.57,21.63,0.24,8.968967741935485,25.0,2.9806451612903215,27.980645161290322,36.419774193548385,1.0858635502548093,0.498979412784885,1.5848429630396943,4.379884842178287,0.0,2.028,17.024040451709574,19.052040451709573,0.0,72П,Лонтынь-Яхское
2859,11.34,1.13,1.81,8.99,50.75,3.54,1.13,4.21,5.8,21.24,0.31,9.561258064516128,20.11111111111111,5.488172043010756,25.599283154121867,32.027139784946236,1.2660481276922475,5.629206935404524,6.895255063096772,7.735305969861642,0.0,2.183,15.799309680078402,17.9823096800784,0.0,72П,Лонтынь-Яхское
2860,11.66,0.85,1.35,6.93,55.05,1.73,0.78,2.73,4.98,23.74,0.26,7.192096774193548,15.0,5.1580645161290315,20.15806451612903,40.50067741935483,0.49446890258544823,2.8184444308420553,3.3129133334275034,4.84660353798127,0.0,2.0379999999999994,19.329533640936535,21.367533640936536,0.0,72П,Лонтынь-Яхское
2861,11.86,0.75,1.17,6.08,53.64,0.81,0.69,2.64,5.58,25.46,0.17,6.345967741935484,12.999999999999998,4.730645161290327,17.730645161290326,40.820274193548386,0.45289415405960587,1.199444308420559,1.652338462480165,4.779616024973985,0.0,1.9550000000000012,21.05098203799187,23.00598203799187,0.0,72П,Лонтынь-Яхское
2862,86000/19,1.04,1.9,18.5,55.37,0.24,0.84,3.67,0.42,18.42,0.1,8.79974193548387,21.11111111111111,0.0,47.58123497119006,27.195951544848235,0.0,0.428235294117647,0.428235294117647,0.7850467289719626,5.737098962694982,0.0,14.438659152428748,14.438659152428748,0.0,8227,Каменное
2863,86001/19,1.03,2.0,22.01,54.12,0.24,0.93,5.59,1.52,14.28,0.09,8.715129032258064,22.22222222222222,0.0,56.776189828047734,21.728458826731995,0.0,0.428235294117647,0.428235294117647,2.8411214953271027,7.678473073616275,7.515000000000001,10.468865640748305,17.983865640748306,0.0,8227,Каменное
2864,86002/19,0.71,1.36,13.34,38.92,0.68,0.69,9.69,9.28,25.94,0.05,6.007516129032258,15.111111111111112,38.193010752688174,53.30412186379929,8.285446236559142,0.0,1.2133333333333334,1.2133333333333334,17.345794392523363,1.1490893571817338,0.0,6.987279696978912,6.987279696978912,0.0,8227,Каменное
2865,86003/19,0.89,1.0,8.78,43.81,0.13,0.7,14.105,13.09,21.44,0.09,7.530548387096774,11.11111111111111,19.91236559139785,31.02347670250896,23.311672043010756,0.0,0.2319607843137255,0.2319607843137255,24.46728971962617,4.330742547588923,-4.962999999999999,13.523062211797042,8.560062211797042,0.0,8227,Каменное
2866,86004/19,1.42,1.74,13.08,55.6,2.48,1.25,7.188999999999999,4.51,14.98,0.1,12.015032258064515,19.333333333333332,24.71935483870968,44.05268817204301,25.744225806451613,0.0,4.425098039215686,4.425098039215686,8.429906542056074,4.838870418156493,0.0,10.687186104788777,10.687186104788777,0.0,8227,Каменное
2867,86005/19,0.9,0.73,8.75,32.94,0.09,0.58,18.616,16.98,25.49,0.07,7.615161290322581,8.11111111111111,24.18010752688172,32.29121863799283,11.601962365591394,0.0,0.16058823529411764,0.16058823529411764,31.738317757009348,6.676583630605374,0.0,22.35531838750407,22.35531838750407,0.0,8227,Каменное
2868,86006/19,1.08,1.22,11.64,33.14,0.12,0.78,13.2,13.27,26.11,0.09,9.138193548387097,13.555555555555555,28.982795698924736,42.53835125448029,5.774021505376339,0.0,0.2141176470588235,0.2141176470588235,24.80373831775701,1.6611435643326138,0.0,24.503594067126826,24.503594067126826,0.0,8227,Каменное
2869,86007/19,1.01,0.97,9.76,29.16,0.09,0.61,18.694,16.21,28.55,0.08,8.545903225806452,10.777777777777777,24.325268817204304,35.10304659498208,5.868155913978493,0.0,0.16058823529411764,0.16058823529411764,30.299065420560748,8.080269066715438,2.6340000000000003,12.062492351579262,14.696492351579263,0.0,8227,Каменное
2870,86008/19,0.88,1.12,11.15,29.45,0.27,0.69,13.58,14.01,29.15,0.18,7.445935483870968,12.444444444444445,29.844623655913978,42.28906810035842,3.3243817204301074,0.0,0.48176470588235293,0.48176470588235293,26.186915887850468,1.1419946364479892,0.0,17.46819924244728,17.46819924244728,0.0,8227,Каменное
2871,86009/19,0.12,0.12,1.25,3.47,46.67,8.27,1.98,0.5,38.3,0.13,1.0153548387096774,1.3333333333333333,3.2629032258064523,4.596236559139785,0.48798387096774154,37.1398626786556,63.11285728373902,100.25271996239462,0.9345794392523364,3.0151191732986256,0.0,0.0,0.0,0.0,8227,Каменное
2872,86010/19,0.3,0.25,3.07,8.04,45.61,1.95,2.19,2.1,36.23,0.16,2.5383870967741933,2.7777777777777777,8.715591397849462,11.49336917562724,0.5585430107526879,7.1695804168853075,77.49060216640709,84.6601825832924,3.925233644859813,0.2856527795210872,0.0,0.0,0.0,0.0,8227,Каменное
2873,86011/19,1.16,1.62,11.04,48.5,6.64,0.73,5.91,5.04,19.39,0.23,9.815096774193547,18.0,18.65806451612903,36.65806451612903,23.86767741935484,0.0,11.8478431372549,11.8478431372549,9.42056074766355,1.5246167765275676,0.0,13.89720943421267,13.89720943421267,0.0,8227,Каменное
2874,86012/19,0.9,1.85,11.31,58.18,0.46,1.0,5.51,4.16,16.66,0.07,7.615161290322581,20.555555555555557,18.313440860215056,38.86899641577061,34.04729569892473,0.0,0.8207843137254902,0.8207843137254902,7.775700934579439,2.158832113951552,2.4939999999999998,9.069818981900525,11.563818981900525,0.0,8227,Каменное
2875,86013/19,0.96,1.93,11.91,56.28,0.26,0.97,6.359999999999999,5.07,16.27,0.07,8.122838709677419,21.444444444444443,19.48655913978495,40.931003584229394,30.78670430107527,0.0,0.463921568627451,0.463921568627451,9.476635514018692,2.1906066540114653,0.0,6.097755159909641,6.097755159909641,0.0,8227,Каменное
2876,86014/19,0.57,0.48,4.74,26.85,0.54,0.64,20.618,22.52,28.6,0.07,4.8229354838709675,5.333333333333333,11.011290322580649,16.34462365591398,15.439048387096772,0.43550984106655266,0.7271165316629601,1.1626263727295127,42.09345794392523,1.4753223528137351,1.9620000000000004,6.920353710735184,8.882353710735185,0.0,8227,Каменное
2877,86015/19,0.6,0.97,6.72,70.08,0.29,0.45,3.8899999999999997,3.24,14.26,0.09,5.0767741935483865,10.777777777777777,12.497849462365593,23.275627240143372,55.20475268817204,0.0,0.5174509803921568,0.5174509803921568,6.056074766355141,1.1918323130255806,0.0,9.514045048653943,9.514045048653943,0.0,8227,Каменное
2878,86016/19,0.67,0.93,6.67,71.37,0.46,0.49,5.122,2.17,14.01,0.1,5.6690645161290325,10.333333333333334,12.338709677419356,22.672043010752688,56.375451612903234,0.0,0.8207843137254902,0.8207843137254902,4.05607476635514,5.708087058468214,0.0,11.357552422580115,11.357552422580115,0.0,8227,Каменное
2879,86017/19,0.64,1.04,6.73,71.47,0.43,0.49,3.55,2.9,13.18,0.09,5.4152258064516126,11.555555555555555,11.052150537634413,22.607706093189968,56.73774731182796,0.0,0.7672549019607843,0.7672549019607843,5.420560747663552,1.1118948639750548,0.0,11.669152346039482,11.669152346039482,0.0,8227,Каменное
2880,86018/19,0.76,1.44,9.49,60.47,1.31,0.78,7.488,3.86,16.68,0.18,6.430580645161291,15.999999999999998,17.1983870967742,33.1983870967742,39.83856451612903,0.0,2.337450980392157,2.337450980392157,7.214953271028037,7.088279040735087,0.0,11.331769102665062,11.331769102665062,0.0,8227,Каменное
2881,86019/19,0.86,1.57,9.29,63.01,1.61,0.87,5.213,3.35,15.91,0.21,7.276709677419355,17.444444444444443,13.209139784946235,30.653584229390678,43.15980107526882,0.0,2.8727450980392155,2.8727450980392155,6.261682242990655,3.3584000083509555,0.0,10.700077764746306,10.700077764746306,0.0,8227,Каменное
2882,86020/19,0.8,1.61,9.21,64.9,1.38,0.83,3.99,2.84,14.4,0.2,6.769032258064517,17.88888888888889,12.636021505376348,30.524910394265238,45.48439247311828,0.0,2.46235294117647,2.46235294117647,5.308411214953271,1.7379306429803532,0.0,11.318877442707535,11.318877442707535,0.0,8227,Каменное
2883,86021/19,0.3,0.39,4.03,20.17,0.39,0.45,34.515,19.99,28.68,0.04,2.5383870967741933,4.333333333333333,11.18225806451613,15.515591397849462,10.707209677419353,0.0,0.6958823529411764,0.6958823529411764,37.364485981308405,34.925566939125375,0.0,14.821941953436054,14.821941953436054,0.0,8227,Каменное
2884,86022/19,0.84,1.58,9.26,60.78,1.0,0.71,4.9799999999999995,3.91,17.09,0.1,7.107483870967742,17.555555555555557,13.056989247311828,30.612544802867383,41.07205376344086,0.0,1.784313725490196,1.784313725490196,7.308411214953272,1.8645179126068987,2.372,11.02243469586917,13.39443469586917,0.0,8227,Каменное
2885,86024/19,0.79,1.92,9.94,57.61,3.34,1.21,5.096,2.79,18.81,0.25,6.68441935483871,21.333333333333332,11.201612903225806,32.534946236559136,37.38243548387097,0.5742563391054551,5.647877585303979,6.222133924409434,5.214953271028038,3.993656701736358,0.0,13.123567709284433,13.123567709284433,0.0,8227,Каменное
2886,86025/19,0.86,1.73,9.22,64.77,1.8,1.04,3.79,3.54,11.26,0.86,7.276709677419355,19.22222222222222,10.192473118279572,29.414695340501794,45.631634408602146,0.2722995692402562,3.0639491588056194,3.3362487280458755,6.616822429906542,0.08019546871786526,0.0,4.718347544454395,4.718347544454395,0.0,8227,Каменное
2887,86027/19,0.18,0.3,1.51,22.54,19.79,1.89,7.04,5.0,16.57,0.29,1.523032258064516,3.333333333333333,1.0693548387096783,4.402688172043011,19.39772580645161,7.976529612138352,30.981576142770663,77.55996490983858,9.345794392523365,5.374387620950182,0.0,0.0,0.0,0.0,8227,Каменное
2888,86029/19,0.21,0.51,2.04,9.23,21.25,4.98,5.16,0.91,27.48,0.17,1.7768709677419354,5.666666666666667,0.0,5.648387096774194,5.382112903225806,21.922602701957544,26.01616487455197,92.83566898496022,1.7009345794392523,8.76690403441379,0.027000000000000003,0.16637489936288502,0.19337489936288502,0.0,8227,Каменное
2889,86031/19,0.51,1.73,7.09,32.09,19.16,4.64,6.66,0.69,21.9,0.08,4.315258064516129,19.22222222222222,2.421505376344086,21.643727598566308,18.95047311827957,17.93000548455283,24.454297243929368,48.03235906651037,1.2897196261682242,11.465541741616358,0.0,0.0,0.0,0.0,8227,Каменное
2890,86032/19,1.1,2.66,11.41,50.05,7.3,1.91,6.21,1.55,12.05,0.22,9.30741935483871,29.555555555555557,3.668279569892471,33.223835125448026,28.038102150537632,3.6721627815280264,11.032087297862835,23.721207825869733,2.897196261682243,8.385163733078825,0.0,0.0,0.0,0.0,8227,Каменное
2891,86035/19,0.77,2.18,9.99,72.38,0.73,1.44,4.42,0.58,6.3,0.04,6.515193548387097,24.22222222222222,7.282795698924738,31.50501792114696,52.92402150537634,1.783750781919355,0.3342548044770002,2.118005586396355,1.0841121495327102,6.56913252993071,0.0,0.6574746578338091,0.6574746578338091,0.0,8227,Каменное
2892,86039/19,1.26,3.21,21.67,47.9,0.46,1.97,9.28,1.98,11.85,0.16,10.661225806451613,35.666666666666664,44.485483870967755,80.15215053763441,1.299080645161279,0.0,0.8207843137254902,0.8207843137254902,3.7009345794392523,12.139717831962637,0.0,4.558208910744664,4.558208910744664,0.0,8227,Каменное
2893,86042/19,1.47,1.94,12.51,57.49,0.8,2.35,9.58,0.84,9.67,0.06,12.438096774193548,21.555555555555554,18.124731182795703,39.680286738351256,29.67334408602151,4.7007072997915875,0.0,4.7007072997915875,1.5700934579439252,16.547470590437946,0.0,0.0,0.0,0.0,8227,Каменное
2894,86044/19,2.02,1.61,12.01,73.39,0.79,1.16,3.2800000000000002,0.77,4.55,0.07,17.091806451612904,17.88888888888889,16.600537634408603,34.489426523297496,44.85681182795699,0.047369519523525125,1.3838936950661873,1.4312632145897124,1.439252336448598,3.8509569836301827,0.0,1.290962364123517,1.290962364123517,0.0,8227,Каменное
2895,86050/19,1.93,1.72,10.83,65.98,1.96,1.97,6.22,0.64,7.01,0.14,16.330290322580645,19.11111111111111,9.607526881720432,28.718637992831543,40.96836559139785,4.633848762714528,0.9818088002919976,5.6156575630065255,1.1962616822429906,10.381571983129522,0.0,0.0,0.0,0.0,8227,Каменное
2896,86052/19,2.08,1.56,10.74,69.57,2.07,1.82,4.42,0.52,6.23,0.16,17.59948387096774,17.333333333333332,10.590322580645166,27.9236559139785,44.011387096774186,4.0687492551384326,1.4848428584059357,5.553592113544369,0.9719626168224299,6.920476281726697,0.0,0.0,0.0,0.0,8227,Каменное
2897,86286/19,0.13,0.77,3.45,90.87,0.03,0.31,1.6199999999999999,0.13,3.76,0.02,1.0999677419354839,8.555555555555555,3.3473118279569913,11.902867383512547,84.42844086021505,0.0,0.053529411764705874,0.053529411764705874,0.24299065420560748,2.548575878251461,0.0,2.211988677097721,2.211988677097721,0.0,8227,Каменное
2898,86291/19,1.33,1.81,10.72,78.02,0.07,0.93,3.02,0.05,4.14,0.03,11.253516129032258,20.11111111111111,12.493010752688177,32.604121863799286,54.56144623655914,0.0,0.12490196078431373,0.12490196078431373,0.09345794392523366,4.6446025247025835,0.0,1.0130872929268513,1.0130872929268513,0.0,8227,Каменное
2899,86292/19,0.45,2.1,10.5,79.08,0.23,1.01,2.62,0.04,4.05,0.03,3.8075806451612904,23.333333333333332,13.7983870967742,37.131720430107535,58.57556451612904,0.0,0.4103921568627451,0.4103921568627451,0.07476635514018691,3.61285454001489,0.0,0.9801812476220979,0.9801812476220979,0.0,8227,Каменное
2900,86293/19,0.45,2.0,10.34,80.43,0.23,1.03,2.48,0.0,3.24,0.03,3.8075806451612904,22.22222222222222,14.665053763440863,36.88727598566308,60.0002311827957,0.0,0.4103921568627451,0.4103921568627451,0.0,3.421301969977261,0.0,0.3151868297895335,0.3151868297895335,0.0,8227,Каменное
2901,86294/19,0.41,0.93,6.8,87.97,0.04,0.49,1.99,0.0,2.17,0.03,3.4691290322580643,10.333333333333334,15.12741935483871,25.460752688172043,73.06540322580645,0.0,0.07137254901960784,0.07137254901960784,0.0,3.018864204532316,0.0,0.31989666514773296,0.31989666514773296,0.0,8227,Каменное
2902,86295/19,0.25,3.92,15.94,72.01,0.04,1.25,2.54,0.0,4.04,0.04,2.115322580645161,43.55555555555555,12.31021505376345,55.865770609319,44.0244247311828,0.0,0.07137254901960784,0.07137254901960784,0.0,2.4999205501599415,0.0,0.22763288384995972,0.22763288384995972,0.0,8227,Каменное
2903,86296/19,0.3,1.41,7.68,85.1,0.22,0.66,2.09,0.1,2.88,0.03,2.5383870967741933,15.666666666666666,12.43225806451613,28.098924731182798,69.72970967741935,0.0,0.3925490196078431,0.3925490196078431,0.1869158878504673,2.8627918821796694,0.0,0.601355619287619,0.601355619287619,0.0,8227,Каменное
2904,86299/19,0.19,2.27,10.9,78.68,0.04,0.85,2.19,0.0,5.08,0.03,1.6076451612903226,25.22222222222222,15.103763440860218,40.32598566308244,58.14368279569892,0.0,0.07137254901960784,0.07137254901960784,0.0,2.643796482637684,0.0,2.404631665982769,2.404631665982769,0.0,8227,Каменное
2905,86300/19,0.17,1.56,7.42,83.94,0.04,0.53,1.7799999999999998,0.07,4.99,0.03,1.4384193548387096,17.333333333333332,9.70161290322581,27.034946236559144,69.94343548387096,0.0,0.07137254901960784,0.07137254901960784,0.13084112149532712,2.286462022809616,0.0,2.9631841953359785,2.9631841953359785,0.0,8227,Каменное
2906,86303/19,0.32,2.25,14.67,59.68,0.08,0.68,2.57,0.65,18.15,0.04,2.7076129032258063,25.0,33.21774193548387,58.21774193548387,29.252790322580648,0.0,0.14274509803921567,0.14274509803921567,1.2149532710280375,1.5988890927642219,0.0,15.854732276040007,15.854732276040007,0.0,8227,Каменное
2907,86307/19,0.24,3.78,18.1,69.43,0.08,1.16,2.32,0.0,4.74,0.03,2.0307096774193547,41.99999999999999,25.525806451612922,67.52580645161291,35.485967741935475,0.0,0.14274509803921567,0.14274509803921567,0.0,1.6350795317377722,0.0,1.3259811593315796,1.3259811593315796,0.0,8227,Каменное
2908,86308/19,0.37,6.71,25.74,56.91,0.04,1.67,3.5599999999999996,0.08,5.24,0.04,3.1306774193548383,74.55555555555556,13.823118279569883,88.37867383512544,13.039908602150533,0.0,0.07137254901960784,0.07137254901960784,0.14953271028037382,2.7692620570598794,0.0,0.0,0.0,0.0,8227,Каменное
